,flightNum,,org,,dest,dep_time in sec from midnight,arr_time in sec from midnight,day,fleet,tail,,,flight time,turn time,distance_mile
638,392,0,ATL,0,ORD,54600,62280,17,B712,N934AT,0,0,128,2460,526
639,1877,0,ORD,0,ATL,64740,72000,17,B712,N934AT,0,0,121,3540,526
640,342,0,ATL,0,BNA,75540,79500,17,B712,N934AT,0,1,66,0,185
641,380,0,ATL,0,TYS,36360,39840,17,B712,N935AT,1,0,58,2100,132
642,380,0,TYS,0,ATL,41940,45780,17,B712,N935AT,0,0,64,360,132
643,1346,0,ATL,0,CAK,46140,52140,17,B712,N935AT,0,0,100,2100,458
644,1346,0,CAK,0,ATL,54240,60600,17,B712,N935AT,0,0,106,2760,458
645,2087,0,ATL,0,CLT,63360,68700,17,B712,N935AT,0,0,89,2400,196
646,705,0,CLT,0,ATL,71100,76080,17,B712,N935AT,0,1,83,0,196
647,1338,0,GNV,0,ATL,25200,29760,17,B712,N953AT,1,0,76,2400,260
648,1470,0,ATL,0,CLE,32160,38760,17,B712,N953AT,0,0,110,2100,481
649,1470,0,CLE,0,ATL,40860,47100,17,B712,N953AT,0,0,104,2340,481
650,1310,0,ATL,0,VPS,49440,54000,17,B712,N953AT,0,0,76,2100,216
651,1310,0,VPS,0,ATL,56100,60960,17,B712,N953AT,0,0,81,2580,216
652,1878,0,ATL,0,EWR,63540,72660,17,B712,N953AT,0,1,152,0,646
653,2460,0,HOU,0,ATL,29400,36900,17,B712,N954AT,1,0,125,3300,603
654,1412,0,ATL,0,BNA,40200,44340,17,B712,N954AT,0,0,69,2460,185
655,1412,0,BNA,0,ATL,46800,51660,17,B712,N954AT,0,0,81,2940,185
656,2404,0,ATL,0,HOU,54600,62700,17,B712,N954AT,0,0,135,2100,603
657,2404,0,HOU,0,ATL,64800,72240,17,B712,N954AT,0,0,124,2520,603
658,1636,0,ATL,0,GNV,74760,79020,17,B712,N954AT,0,1,71,0,260
659,1952,0,DSM,0,ATL,25200,32700,17,B712,N955AT,1,0,125,4980,644
660,2250,0,ATL,0,GSP,37680,41220,17,B712,N955AT,0,0,59,2160,132
661,2250,0,GSP,0,ATL,43380,47100,17,B712,N955AT,0,0,62,2520,132
662,1220,0,ATL,0,CAE,49620,53100,17,B712,N955AT,0,0,58,3300,165
663,1220,0,CAE,0,ATL,56400,60780,17,B712,N955AT,0,0,73,2520,165
664,2299,0,ATL,0,HOU,63300,71580,17,B712,N955AT,0,0,138,2100,603
665,2299,0,HOU,0,ATL,73680,80940,17,B712,N955AT,0,1,121,0,603
666,1606,0,IAH,0,DTW,36000,46620,17,B712,N956AT,1,0,177,3720,933
667,852,0,DTW,0,IND,50340,54120,17,B712,N956AT,0,0,63,2280,199
668,2123,0,IND,0,DTW,56400,60840,17,B712,N956AT,0,0,74,2760,199
669,1279,0,DTW,0,IAH,63600,74400,17,B712,N956AT,0,1,180,0,933
670,2308,0,BNA,0,ATL,30600,34920,17,B712,N957AT,1,0,72,0,185
671,201,0,ATL,0,IAD,34140,40920,17,B712,N957AT,0,0,113,0,463
672,1648,0,ATL,0,MDW,39000,46260,17,B712,N957AT,0,0,121,2160,513
673,1648,0,MDW,0,ATL,48420,55500,17,B712,N957AT,0,0,118,3960,513
674,2469,0,ATL,0,MDW,59460,67020,17,B712,N957AT,0,0,126,2100,513
675,762,0,MDW,0,ATL,69120,76260,17,B712,N957AT,0,0,119,2640,513
676,2470,0,ATL,0,MDW,78900,86040,17,B712,N957AT,0,1,119,0,513
677,55,0,ATL,0,IAH,26700,33780,17,B712,N958AT,1,0,118,0,596
678,2558,0,EWR,0,ATL,32400,41100,17,B712,N958AT,0,0,145,2580,646
679,2432,0,ATL,0,SDF,43680,48360,17,B712,N958AT,0,0,78,2100,278
680,2432,0,SDF,0,ATL,50460,56100,17,B712,N958AT,0,0,94,2700,278
681,2142,0,ATL,0,EWR,58800,67980,17,B712,N958AT,0,0,153,2220,646
682,2142,0,EWR,0,ATL,70200,79500,17,B712,N958AT,0,1,155,0,646
683,844,0,SAV,0,ATL,19800,23700,17,B712,N960AT,1,0,65,3300,185
684,2343,0,ATL,0,EWR,27000,35100,17,B712,N960AT,0,0,135,2700,646
685,2343,0,EWR,0,ATL,37800,46080,17,B712,N960AT,0,0,138,3660,646
686,2472,0,ATL,0,CHS,49740,54000,17,B712,N960AT,0,0,71,2160,224
687,2472,0,CHS,0,ATL,56160,60840,17,B712,N960AT,0,0,78,2460,224
688,2435,0,ATL,0,IAH,63300,71220,17,B712,N960AT,0,0,132,2100,596
689,54,0,IAH,0,ATL,73320,80820,17,B712,N960AT,0,1,125,0,596
690,1786,0,MCI,0,DTW,26700,33660,17,B712,N966AT,1,0,116,3240,543
691,1962,0,DTW,0,PHL,36900,42900,17,B712,N966AT,0,0,100,2400,392
692,1962,0,PHL,0,DTW,45300,51360,17,B712,N966AT,0,0,101,3840,392
693,700,0,DTW,0,STL,55200,60900,17,B712,N966AT,0,0,95,2100,381
694,2229,0,STL,0,DTW,63000,68700,17,B712,N966AT,0,0,95,3300,381
695,1565,0,DTW,0,BNA,72000,77820,17,B712,N966AT,0,1,97,0,396
696,1820,0,TLH,0,ATL,27900,32100,17,B712,N975AT,1,0,70,2700,193
697,1693,0,ATL,0,ORD,34800,42180,17,B712,N975AT,0,0,123,2520,526
698,1693,0,ORD,0,ATL,44700,51720,17,B712,N975AT,0,0,117,2580,526
699,2184,0,ATL,0,SDF,54300,59100,17,B712,N975AT,0,0,80,2220,278
700,2184,0,SDF,0,ATL,61320,66420,17,B712,N975AT,0,0,85,2460,278
701,1362,0,ATL,0,TRI,68880,73020,17,B712,N975AT,0,1,69,0,-1
702,2012,0,ATL,0,ORD,26700,33780,17,B712,N977AT,1,0,118,2220,526
703,2205,0,ORD,0,DTW,36000,40740,17,B712,N977AT,0,0,79,3420,202
704,2014,0,DTW,0,BNA,44160,50040,17,B712,N977AT,0,0,98,2160,396
705,2014,0,BNA,0,DTW,52200,58140,17,B712,N977AT,0,0,99,4560,396
706,650,0,DTW,0,STL,62700,68220,17,B712,N977AT,0,0,92,2100,381
707,1232,0,STL,0,DTW,70320,76020,17,B712,N977AT,0,0,95,2460,381
708,1694,0,DTW,0,BDL,78480,84480,17,B712,N977AT,0,1,100,0,474
709,1390,0,TRI,0,ATL,25500,30120,17,B712,N979AT,1,0,77,2700,-1
710,1246,0,ATL,0,TLH,32820,36540,17,B712,N979AT,0,0,62,2100,193
711,1246,0,TLH,0,ATL,38640,42600,17,B712,N979AT,0,0,66,6900,193
712,2042,0,ATL,0,EWR,49500,58500,17,B712,N979AT,0,0,150,2100,646
713,2042,0,EWR,0,ATL,60600,69420,17,B712,N979AT,0,0,147,9180,646
714,504,0,ATL,0,EWR,78600,86640,17,B712,N979AT,0,1,134,0,646
715,1242,0,AUS,0,DTW,29700,40680,17,B712,N981AT,1,0,183,2820,996
716,1468,0,DTW,0,GRB,43500,48120,17,B712,N981AT,0,0,77,2100,248
717,1468,0,GRB,0,DTW,50220,54300,17,B712,N981AT,0,0,68,2400,248
718,2645,0,DTW,0,TVC,56700,60840,17,B712,N981AT,0,0,69,2160,179
719,1288,0,TVC,0,DTW,63000,66780,17,B712,N981AT,0,0,63,5940,179
720,1244,0,DTW,0,AUS,72720,83880,17,B712,N981AT,0,1,186,0,996
721,1278,0,LEX,0,ATL,21900,26580,17,B712,N989AT,1,0,78,2760,263
722,2120,0,ATL,0,MDW,29340,36360,17,B712,N989AT,0,0,117,2160,513
723,2120,0,MDW,0,ATL,38520,45240,17,B712,N989AT,0,0,112,2400,513
724,1344,0,ATL,0,MYR,47640,51660,17,B712,N989AT,0,0,67,2100,274
725,1344,0,MYR,0,ATL,53760,58740,17,B712,N989AT,0,0,83,2400,274
726,2520,0,ATL,0,VPS,61140,65580,17,B712,N989AT,0,0,74,2340,216
727,2520,0,VPS,0,ATL,67920,72600,17,B712,N989AT,0,1,78,0,216
728,1323,0,BNA,0,DTW,27300,33240,17,B712,N990AT,1,0,99,3060,396
729,1679,0,DTW,0,PVD,36300,42720,17,B712,N990AT,0,0,107,2280,531
730,1679,0,PVD,0,DTW,45000,52440,17,B712,N990AT,0,0,124,2760,531
731,973,0,DTW,0,GRB,55200,59940,17,B712,N990AT,0,0,79,2160,248
732,973,0,GRB,0,DTW,62100,66600,17,B712,N990AT,0,0,75,4800,248
733,1154,0,DTW,0,MCI,71400,78780,17,B712,N990AT,0,1,123,0,543
734,1849,0,ATL,0,JAN,29460,33900,17,B712,N991AT,1,0,74,2400,294
735,1849,0,JAN,0,ATL,36300,41400,17,B712,N991AT,0,0,85,2640,294
736,1228,0,ATL,0,JAN,44040,48600,17,B712,N991AT,0,0,76,2100,294
737,1228,0,JAN,0,ATL,50700,56100,17,B712,N991AT,0,0,90,2940,294
738,505,0,ATL,0,ILM,59040,64200,17,B712,N991AT,0,0,86,2160,326
739,505,0,ILM,0,ATL,66360,71640,17,B712,N991AT,0,0,88,2640,326
740,1241,0,ATL,0,HOU,74280,82140,17,B712,N991AT,0,1,131,0,603
741,1391,0,ATL,0,HOU,39000,46860,17,B712,N994AT,1,0,131,2100,603
742,1391,0,HOU,0,ATL,48960,56460,17,B712,N994AT,0,0,125,7020,603
743,1306,0,ATL,0,ORD,63480,71280,17,B712,N994AT,0,0,130,2220,526
744,1306,0,ORD,0,ATL,73500,80580,17,B712,N994AT,0,0,118,2760,526
745,1709,0,ATL,0,BNA,83340,87180,17,B712,N994AT,0,1,64,0,185
746,1588,0,MYR,0,ATL,25200,29880,17,B712,N995AT,1,0,78,15420,274
747,541,0,ATL,0,SHV,45300,51480,17,B712,N995AT,0,0,103,2100,477
748,541,0,SHV,0,ATL,53580,59940,17,B712,N995AT,0,1,106,0,477
749,1853,0,MSN,0,ATL,25200,32700,17,B712,N998AT,1,0,125,24300,614
750,1341,0,ATL,0,GSP,57000,60600,17,B712,N998AT,0,0,60,2100,132
751,1341,0,GSP,0,ATL,62700,66540,17,B712,N998AT,0,0,64,12780,132
752,2518,0,ATL,0,VPS,79320,83520,17,B712,N998AT,0,1,70,0,216
753,2158,0,JAC,0,ATL,34260,47220,17,B737,N301DQ,1,0,216,3180,1362
754,2494,0,ATL,0,BHM,50400,53700,17,B737,N301DQ,0,0,55,2400,115
755,116,0,BHM,0,ATL,56100,60180,17,B737,N301DQ,0,1,68,0,115
756,2564,0,EYW,0,ATL,25500,32520,17,B737,N302DQ,1,0,117,37920,562
757,1607,0,ATL,0,CHS,70440,74700,17,B737,N302DQ,0,1,71,0,224
758,1836,0,CHS,0,ATL,27000,31440,17,B737,N304DQ,1,0,74,32820,224
759,1809,0,ATL,0,EYW,64260,71580,17,B737,N304DQ,0,1,122,0,562
760,1670,0,ATL,0,CHS,30120,34080,17,B737,N305DQ,1,0,66,2820,224
761,1670,0,CHS,0,ATL,36900,41340,17,B737,N305DQ,0,0,74,37440,224
762,2207,0,ATL,0,CHS,78780,83160,17,B737,N305DQ,0,1,73,0,224
763,1416,0,ATL,0,CMH,27000,32580,17,B737,N306DQ,1,0,93,2520,388
764,1416,0,CMH,0,ATL,35100,40800,17,B737,N306DQ,0,0,95,3000,388
765,1125,0,ATL,0,IAD,43800,50100,17,B737,N306DQ,0,0,105,2100,463
766,1125,0,IAD,0,ATL,52200,58920,17,B737,N306DQ,0,0,112,4620,463
767,2153,0,ATL,0,JAC,63540,78060,17,B737,N306DQ,0,1,242,0,1362
768,1355,0,ATL,0,EYW,34800,41400,17,B737,N307DQ,1,0,110,2400,562
769,1355,0,EYW,0,ATL,43800,50940,17,B737,N307DQ,0,0,119,4200,562
770,2036,0,ATL,0,EYW,55140,62160,17,B737,N307DQ,0,0,117,2100,562
771,2036,0,EYW,0,ATL,64260,71400,17,B737,N307DQ,0,1,119,0,562
772,1541,0,ATL,0,IAD,61200,68040,17,B737,N309DE,1,0,114,2100,463
773,1153,0,IAD,0,ATL,70140,76740,17,B737,N309DE,0,1,110,0,463
774,2252,0,CHS,0,ATL,30600,35280,17,B737,N310DE,1,1,78,0,224
775,2067,0,CMH,0,ATL,25800,31380,17,B738,N372DA,1,0,93,35760,388
776,409,0,JFK,0,MIA,67140,80040,17,B738,N372DA,0,1,215,0,947
777,2254,0,JFK,0,AUS,30600,45000,17,B738,N3730B,1,0,240,5400,1319
778,1995,0,AUS,0,JFK,50400,63960,17,B738,N3730B,0,0,226,2700,1319
779,2616,0,JFK,0,SAN,66660,89340,17,B738,N3730B,0,1,378,0,2119
780,142,0,SAN,0,DTW,36900,52800,17,B738,N3731T,1,0,265,3600,1695
781,1284,0,DTW,0,MKE,56400,60780,17,B738,N3731T,0,0,73,2520,205
782,1284,0,MKE,0,DTW,63300,68100,17,B738,N3731T,0,0,80,3240,205
783,1207,0,DTW,0,SLC,71340,85380,17,B738,N3731T,0,0,234,2820,1282
784,1252,0,SLC,0,BOI,88200,92160,17,B738,N3731T,0,1,66,0,251
785,2282,0,JFK,0,PHX,32400,47820,17,B738,N3732J,1,0,257,2580,1865
786,1206,0,PHX,0,JFK,50400,71400,17,B738,N3732J,0,0,350,4500,1865
787,2323,0,JFK,0,LAS,75900,97080,17,B738,N3732J,0,1,353,0,1947
788,441,0,JFK,0,MIA,42300,53280,17,B738,N3733Z,1,0,183,2700,947
789,2577,0,MIA,0,JFK,55980,67200,17,B738,N3733Z,0,0,187,3000,947
790,2242,0,JFK,0,SAT,70200,85620,17,B738,N3733Z,0,1,257,0,1375
791,2083,0,BOS,0,SLC,25680,44940,17,B738,N3734B,1,0,321,3060,1823
792,2115,0,SLC,0,LAX,48000,54900,17,B738,N3734B,0,1,115,0,511
793,1956,0,BOI,0,SLC,31200,34920,17,B738,N3735D,1,0,62,3240,251
794,1681,0,SLC,0,PHX,38160,40380,17,B738,N3735D,0,0,37,2400,440
795,619,0,PHX,0,DTW,42780,60300,17,B738,N3735D,0,0,292,2700,1447
796,2287,0,DTW,0,ATL,63000,70380,17,B738,N3735D,0,0,123,3960,516
797,1314,0,ATL,0,CMH,74340,79980,17,B738,N3735D,0,1,94,0,388
798,1169,0,MIA,0,LAX,24600,43500,17,B738,N3736C,1,0,315,2400,2029
799,1170,0,LAX,0,CMH,45900,61500,17,B738,N3736C,0,0,260,3300,1728
800,2258,0,CMH,0,ATL,64800,70620,17,B738,N3736C,0,1,97,0,388
801,901,0,MSP,0,PDX,27840,40500,17,B738,N3737C,1,0,211,2400,1234
802,902,0,PDX,0,ATL,42900,59880,17,B738,N3737C,0,0,283,3480,1882
803,517,0,ATL,0,RDU,63360,68880,17,B738,N3737C,0,0,92,2400,308
804,2515,0,RDU,0,LAS,71280,88620,17,B738,N3737C,0,0,289,3780,1754
805,841,0,LAS,0,RDU,92400,107940,17,B738,N3737C,0,1,259,0,1754
806,1230,0,ATL,0,MSP,39000,48480,17,B738,N3738B,1,0,158,4020,787
807,970,0,MSP,0,CMH,52500,58800,17,B738,N3738B,0,0,105,3300,542
808,1109,0,CMH,0,MSP,62100,69360,17,B738,N3738B,0,1,121,0,542
809,1665,0,LAX,0,SLC,32400,39060,17,B738,N3739P,1,0,111,3360,511
810,1210,0,SLC,0,BOS,42420,59040,17,B738,N3739P,0,0,277,3060,1823
811,105,0,BOS,0,ATL,62100,72660,17,B738,N3739P,0,0,176,2700,820
812,325,0,ATL,0,BHM,75360,78660,17,B738,N3739P,0,1,55,0,115
813,2644,0,LAX,0,SEA,57600,66840,17,B738,N373DA,1,0,154,3360,829
814,1363,0,SEA,0,LAX,70200,80220,17,B738,N373DA,0,1,167,0,829
815,2264,0,LAX,0,MEM,12420,26100,17,B738,N3740C,1,0,228,4260,1402
816,2020,0,MEM,0,LAX,30360,45000,17,B738,N3740C,0,0,244,2400,1402
817,2434,0,LAX,0,BNA,47400,61860,17,B738,N3740C,0,0,241,2640,1557
818,519,0,BNA,0,LAX,64500,79920,17,B738,N3740C,0,0,257,8460,1557
819,2533,0,LAX,0,BOS,88380,108480,17,B738,N3740C,0,1,335,0,2261
820,1933,0,CVG,0,LAX,34200,50340,17,B738,N3741S,1,0,269,2400,1645
821,1760,0,LAX,0,CVG,52740,67980,17,B738,N3741S,0,0,254,4260,1645
822,2270,0,CVG,0,SLC,72240,85380,17,B738,N3741S,0,0,219,3300,1255
823,1762,0,SLC,0,GEG,88680,94500,17,B738,N3741S,0,1,97,0,473
824,2365,0,JFK,0,SJU,25200,39240,17,B738,N3742C,1,0,234,3000,1390
825,1386,0,SJU,0,ATL,42240,55980,17,B738,N3742C,0,1,229,0,1343
826,670,0,LAS,0,SLC,34200,38820,17,B738,N3743H,1,0,77,3780,318
827,2544,0,SLC,0,MSP,42600,51600,17,B738,N3743H,0,0,150,3000,858
828,899,0,MSP,0,PHX,54600,62280,17,B738,N3743H,0,0,128,2460,1106
829,714,0,PHX,0,MSP,64740,79200,17,B738,N3743H,0,0,241,2880,1106
830,2070,0,MSP,0,PHX,82080,90000,17,B738,N3743H,0,0,132,3540,1106
831,2224,0,PHX,0,DTW,93540,110940,17,B738,N3743H,0,1,290,0,1447
832,1143,0,CVG,0,ATL,35160,40440,17,B738,N3744F,1,0,88,2760,324
833,1164,0,ATL,0,BZN,43200,57900,17,B738,N3744F,0,0,245,2400,1421
834,1164,0,BZN,0,ATL,60300,73920,17,B738,N3744F,0,1,227,0,1421
835,872,0,DCA,0,ATL,24900,31620,17,B738,N3745B,1,0,112,42780,474
836,2617,0,ATL,0,SEA,74400,93480,17,B738,N3745B,0,1,318,0,1890
837,246,0,SAN,0,JFK,33900,53760,17,B738,N3746H,1,0,331,12840,2119
838,426,0,JFK,0,MSP,66600,79020,17,B738,N3746H,0,0,207,3480,890
839,908,0,MSP,0,OMA,82500,86460,17,B738,N3746H,0,1,66,0,244
840,2638,0,SAN,0,MSP,33900,47100,17,B738,N3747D,1,0,220,3300,1328
841,848,0,MSP,0,BOS,50400,60540,17,B738,N3747D,0,0,169,2400,973
842,942,0,BOS,0,LAX,62940,85980,17,B738,N3747D,0,0,384,2820,2261
843,1168,0,LAX,0,MIA,88800,107100,17,B738,N3747D,0,1,305,0,2029
844,187,0,BOS,0,CVG,61200,69540,17,B738,N3748Y,1,0,139,2760,650
845,1380,0,CVG,0,LAS,72300,86640,17,B738,N3748Y,0,1,239,0,1453
846,822,0,SEA,0,DTW,32400,47640,17,B738,N3749D,1,0,254,2700,1668
847,2557,0,DTW,0,ATL,50340,57780,17,B738,N3749D,0,0,124,3420,516
848,2227,0,ATL,0,FLL,61200,68340,17,B738,N3749D,0,0,119,3060,504
849,2227,0,FLL,0,ATL,71400,78360,17,B738,N3749D,0,0,116,300,504
850,306,0,ATL,0,BOS,78660,88080,17,B738,N3749D,0,1,157,0,820
851,2100,0,ATL,0,BOS,50700,60540,17,B738,N374DA,1,0,164,2460,820
852,1215,0,BOS,0,SLC,63000,82260,17,B738,N374DA,0,0,321,3840,1823
853,635,0,SLC,0,LAX,86100,93000,17,B738,N374DA,0,1,115,0,511
854,434,0,JFK,0,LAS,28800,48720,17,B738,N3750D,1,0,332,2700,1947
855,2658,0,LAS,0,JFK,51420,69600,17,B738,N3750D,0,1,303,0,1947
856,954,0,SLC,0,DTW,42000,54540,17,B738,N3751B,1,0,209,2820,1282
857,143,0,DTW,0,SAN,57360,74220,17,B738,N3751B,0,1,281,0,1695
858,2567,0,SEA,0,LAX,34980,45000,17,B738,N3752,1,0,167,48300,829
859,1936,0,LAX,0,CVG,93300,108840,17,B738,N3752,0,1,259,0,1645
860,1387,0,ATL,0,SJU,45180,58200,17,B738,N3753,1,0,217,3360,1343
861,332,0,SJU,0,JFK,61560,76260,17,B738,N3753,0,1,245,0,1390
862,2500,0,ATL,0,CMH,59760,65640,17,B738,N3754A,1,1,98,4560,388
863,433,0,JFK,0,DEN,70200,87600,17,B738,N3755D,1,1,290,0,1407
864,1419,0,ATL,0,JFK,54000,62940,17,B738,N3757D,1,0,149,0,658
865,2459,0,JFK,0,MCO,57600,68700,17,B738,N3757D,0,0,185,2520,820
866,795,0,MCO,0,JFK,71220,80940,17,B738,N3757D,0,1,162,0,820
867,2541,0,DFW,0,DTW,30600,40320,17,B738,N3758Y,1,0,162,2880,855
868,1349,0,DTW,0,SEA,43200,60600,17,B738,N3758Y,0,0,290,2400,1668
869,1349,0,SEA,0,ANC,63000,75420,17,B738,N3758Y,0,1,207,0,1254
870,1075,0,DEN,0,JFK,36000,49740,17,B738,N3759,1,1,229,0,1407
871,400,0,PDX,0,JFK,36000,54720,17,B738,N375DA,1,0,312,11280,2124
872,2256,0,JFK,0,AUS,66000,81420,17,B738,N375DA,0,1,257,0,1319
873,1921,0,DTW,0,PHX,31200,42660,17,B738,N3760C,1,0,191,2460,1447
874,2636,0,PHX,0,SLC,45120,54480,17,B738,N3760C,0,0,156,2700,440
875,1128,0,SLC,0,JFK,57180,73500,17,B738,N3760C,0,1,272,0,1723
876,326,0,SJU,0,JFK,29100,42720,17,B738,N3761R,1,1,227,0,1390
877,2578,0,ANC,0,SEA,39900,52080,17,B738,N3763D,1,0,203,2820,1254
878,2436,0,SEA,0,ANC,54900,67560,17,B738,N3763D,0,0,211,2640,1254
879,2436,0,ANC,0,SEA,70200,82440,17,B738,N3763D,0,1,204,0,1254
880,2465,0,JFK,0,SJU,31800,45900,17,B738,N3764D,1,0,235,3000,1390
881,401,0,SJU,0,JFK,48900,63300,17,B738,N3764D,0,1,240,9600,1390
882,2364,0,JFK,0,SJU,72900,87660,17,B738,N3766,1,1,246,0,1390
883,2431,0,JFK,0,FLL,29400,40200,17,B738,N3767,1,0,180,2400,929
884,2523,0,FLL,0,JFK,42600,53400,17,B738,N3767,0,0,180,6300,929
885,2303,0,JFK,0,PDX,59700,82980,17,B738,N3767,0,0,388,8220,2124
886,1264,0,PDX,0,JFK,91200,109680,17,B738,N3767,0,1,308,0,2124
887,1829,0,DTW,0,MIA,30600,41400,17,B738,N3768,1,0,180,2700,995
888,408,0,MIA,0,JFK,44100,54960,17,B738,N3768,0,0,181,3840,947
889,2065,0,JFK,0,FLL,58800,71460,17,B738,N3768,0,1,211,0,929
890,2531,0,BOS,0,LAX,26940,49740,17,B738,N3769L,1,0,380,2400,2261
891,2551,0,LAX,0,SLC,52140,58440,17,B738,N3769L,0,0,105,3060,511
892,1883,0,SLC,0,LAS,61500,66300,17,B738,N3769L,0,0,80,2400,318
893,1728,0,LAS,0,JFK,68700,86340,17,B738,N3769L,0,1,294,0,1947
894,1118,0,MSP,0,AUS,52500,61860,17,B738,N376DA,1,0,156,2940,905
895,2103,0,AUS,0,DTW,64800,75600,17,B738,N376DA,0,1,180,0,996
896,1972,0,AUS,0,JFK,32400,45720,17,B738,N37700,1,0,222,40620,1319
897,428,0,JFK,0,SJU,86340,100560,17,B738,N37700,0,1,237,0,1390
898,2506,0,JFK,0,SAN,31200,52140,17,B738,N3771K,1,0,349,3960,2119
899,838,0,SAN,0,JFK,56100,75720,17,B738,N3771K,0,1,327,540,2119
900,2332,0,LAX,0,SLC,76260,82620,17,B738,N3772H,1,0,106,3600,511
901,2179,0,SLC,0,SMF,86220,92160,17,B738,N3772H,0,1,99,0,460
902,1807,0,CVG,0,SEA,34200,51240,17,B738,N3773D,1,0,284,3000,1701
903,282,0,SEA,0,ATL,54240,71580,17,B738,N3773D,0,0,289,3000,1890
904,1593,0,ATL,0,DTW,74580,81660,17,B738,N3773D,0,1,118,0,516
905,2114,0,COS,0,ATL,32400,42900,17,B738,N377DA,1,0,175,2700,1026
906,629,0,ATL,0,DTW,45600,52560,17,B738,N377DA,0,0,116,4740,516
907,1722,0,DTW,0,BOS,57300,64860,17,B738,N377DA,0,0,126,2400,547
908,2549,0,BOS,0,MSP,67260,78660,17,B738,N377DA,0,0,190,2940,973
909,1887,0,MSP,0,SAN,81600,94980,17,B738,N377DA,0,1,223,0,1328
910,1327,0,CMH,0,LAX,25200,41940,17,B738,N378DA,1,0,279,2460,1728
911,2007,0,LAX,0,BOS,44400,64980,17,B738,N378DA,0,0,343,2820,2261
912,1652,0,BOS,0,LAS,67800,88200,17,B738,N378DA,0,0,340,2400,2062
913,2580,0,LAS,0,BOS,90600,108240,17,B738,N378DA,0,1,294,0,2062
914,1400,0,ATL,0,BOS,54900,64980,17,B738,N379DA,1,0,168,2520,820
915,1201,0,BOS,0,ATL,67500,77880,17,B738,N379DA,0,1,173,0,820
916,1994,0,PHX,0,JFK,29700,50820,17,B738,N380DA,1,0,352,5280,1865
917,2043,0,JFK,0,ATL,56100,66300,17,B738,N380DA,0,0,170,3840,658
918,1347,0,ATL,0,CMH,70140,75840,17,B738,N380DA,0,1,95,0,388
919,567,0,ATL,0,LAX,26700,43320,17,B738,N381DN,1,0,277,2400,1685
920,1061,0,LAX,0,MCO,45720,63660,17,B738,N381DN,0,0,299,2520,1921
921,2642,0,MCO,0,MSP,66180,78300,17,B738,N381DN,0,0,202,2700,1138
922,2221,0,MSP,0,LAX,81000,95100,17,B738,N381DN,0,1,235,0,1331
923,498,0,JFK,0,SLC,47400,65640,17,B738,N382DA,1,0,304,2940,1723
924,1208,0,SLC,0,CVG,68580,80460,17,B738,N382DA,0,1,198,0,1255
925,2419,0,CMH,0,ATL,30300,35940,17,B738,N383DN,1,0,94,38160,388
926,2405,0,JFK,0,PHX,74100,90360,17,B738,N383DN,0,1,271,0,1865
927,456,0,JFK,0,MCO,45480,55440,17,B738,N384DA,1,0,166,2400,820
928,2444,0,MCO,0,JFK,57840,67500,17,B738,N384DA,0,0,161,6600,820
929,438,0,JFK,0,PDX,74100,97140,17,B738,N384DA,0,1,384,0,2124
930,1795,0,LAS,0,JFK,37800,55740,17,B738,N386DA,1,0,299,3960,1947
931,2625,0,JFK,0,SAN,59700,82320,17,B738,N386DA,0,0,377,4680,2119
932,1181,0,SAN,0,JFK,87000,106320,17,B738,N386DA,0,1,322,0,2119
933,2428,0,SAT,0,JFK,32400,46560,17,B738,N387DA,1,0,236,7140,1375
934,2188,0,JFK,0,SJU,53700,68580,17,B738,N387DA,0,0,248,3120,1390
935,348,0,SJU,0,JFK,71700,86040,17,B738,N387DA,0,1,239,0,1390
936,1379,0,BHM,0,ATL,27000,31320,17,B738,N388DA,1,0,72,35280,115
937,2117,0,ATL,0,COS,66600,77880,17,B738,N388DA,0,1,188,0,1026
938,2085,0,GEG,0,SLC,33300,39000,17,B738,N389DA,1,0,95,4200,473
939,835,0,SLC,0,DFW,43200,52560,17,B738,N389DA,0,0,156,2640,856
940,835,0,DFW,0,SLC,55200,64680,17,B738,N389DA,0,0,158,4020,856
941,1843,0,SLC,0,BOS,68700,85260,17,B738,N389DA,0,1,276,0,1823
942,2197,0,CMH,0,ATL,21600,27120,17,B738,N390DA,1,0,92,4680,388
943,1294,0,ATL,0,RDU,31800,36780,17,B738,N390DA,0,0,83,2820,308
944,1294,0,RDU,0,ATL,39600,44580,17,B738,N390DA,0,0,83,2820,308
945,169,0,ATL,0,PDX,47400,65400,17,B738,N390DA,0,0,300,2400,1882
946,1073,0,PDX,0,MSP,67800,79020,17,B738,N390DA,0,0,187,3180,1234
947,1411,0,MSP,0,PDX,82200,95280,17,B738,N390DA,0,1,218,0,1234
948,1371,0,CVG,0,FLL,34200,43200,17,B738,N391DA,1,0,150,2400,810
949,1371,0,FLL,0,CVG,45600,54780,17,B738,N391DA,0,0,153,3780,810
950,1833,0,CVG,0,LAX,58560,74700,17,B738,N391DA,0,0,269,2400,1645
951,1531,0,LAX,0,SEA,77100,86220,17,B738,N391DA,0,0,152,8280,829
952,2568,0,SEA,0,CVG,94500,109680,17,B738,N391DA,0,1,253,0,1701
953,782,0,MIA,0,JFK,25500,36000,17,B738,N394DA,1,0,175,2700,947
954,404,0,JFK,0,LAS,38700,58440,17,B738,N394DA,0,0,329,2400,1947
